soil_ph,soil_moisture,nitrogen,phosphorus,potassium,temperature,humidity,crop,irrigation_mm
8.37,59.78,61,51,124,15.33,90.23,Cotton,32.07
7.31,20.16,57,66,62,18.91,37.46,Cotton,76.4
6.23,46.72,111,57,29,20.3,36.66,Wheat,45.12
7.71,32.52,87,60,140,32.81,63.67,Wheat,61.4
7.56,32.0,121,73,104,30.54,75.79,Cotton,67.57
8.17,55.79,85,36,95,22.19,85.87,Maize,20.0
7.15,46.09,57,47,148,18.53,84.88,Sugarcane,103.71
8.03,26.46,147,56,100,25.8,32.96,Rice,104.83
7.27,54.91,97,48,99,27.66,70.21,Wheat,38.23
6.83,22.3,123,70,99,26.61,70.47,Wheat,61.51
6.84,55.85,94,77,123,15.11,64.59,Wheat,33.49
5.82,29.59,12,73,11,15.57,32.22,Maize,53.56
7.62,30.29,16,10,68,24.22,91.01,Cotton,62.74
6.45,42.72,142,69,147,17.55,36.92,Rice,97.02
5.85,56.38,71,30,22,41.23,47.12,Cotton,58.25
6.12,23.21,139,18,42,27.01,67.5,Maize,47.63
7.75,38.26,95,71,118,30.07,52.01,Sugarcane,124.37
7.77,37.19,36,16,71,37.57,43.57,Maize,52.97
6.87,49.61,140,50,47,26.88,93.91,Sugarcane,101.52
7.93,18.0,120,44,22,30.7,88.44,Sugarcane,132.37
6.71,30.22,35,31,26,43.57,81.54,Sugarcane,138.85
7.24,42.34,60,22,16,27.04,66.5,Cotton,59.1
5.7,30.9,18,27,16,36.72,73.03,Wheat,58.81
6.82,43.56,144,21,123,25.4,43.1,Sugarcane,120.53
6.26,47.27,15,55,123,37.22,86.05,Maize,30.87
6.54,26.99,26,40,100,27.21,47.03,Sugarcane,136.69
7.78,24.85,94,46,5,43.62,80.26,Maize,51.66
8.3,45.35,130,54,49,25.36,78.94,Maize,38.54
8.13,24.99,30,66,107,24.83,90.0,Maize,43.11
6.31,59.45,65,66,26,23.18,47.82,Cotton,54.2
7.32,15.13,76,13,137,32.62,59.39,Maize,57.04
7.82,20.45,140,73,93,15.85,30.97,Cotton,73.95
6.79,34.37,16,31,12,23.83,30.89,Maize,46.49
5.73,29.58,19,37,139,31.42,45.03,Wheat,68.6
8.08,47.66,47,54,42,17.25,52.59,Maize,25.15
7.34,51.88,68,48,131,30.4,82.62,Sugarcane,115.2
7.06,40.19,46,53,71,36.42,75.69,Cotton,62.21
7.34,35.51,142,75,138,43.24,68.27,Maize,46.29
7.92,18.08,137,49,140,30.08,41.42,Rice,101.73
7.48,58.77,90,13,134,41.82,80.46,Wheat,34.62
7.36,36.07,65,77,14,28.29,61.92,Wheat,58.21
7.55,15.08,47,66,83,17.2,42.73,Wheat,75.26
6.96,26.77,49,66,45,33.45,93.52,Cotton,65.55
5.83,20.61,102,15,64,33.15,70.24,Cotton,82.73
5.62,56.8,25,18,84,42.82,35.89,Maize,41.09
5.84,11.66,138,67,61,34.52,43.82,Sugarcane,141.46
7.21,57.84,149,78,123,37.21,59.02,Rice,88.51
5.71,18.43,56,70,53,18.58,90.06,Cotton,61.51
6.67,47.04,84,55,134,44.7,43.9,Sugarcane,132.27
6.75,24.59,13,68,10,23.77,35.29,Wheat,65.07
6.73,59.42,76,19,21,29.88,58.01,Sugarcane,107.66
8.36,20.29,100,52,19,23.67,60.45,Cotton,69.14
7.51,10.86,31,11,50,24.42,74.47,Wheat,58.26
6.15,30.98,83,9,86,27.95,93.01,Sugarcane,122.19
6.1,49.5,103,23,132,36.02,72.55,Wheat,39.92
5.65,15.18,91,58,101,25.28,36.86,Maize,62.12
7.88,17.51,130,28,73,40.38,91.45,Cotton,68.73
8.09,13.35,110,45,16,20.82,72.65,Sugarcane,132.28
6.48,36.86,11,42,36,38.71,61.02,Maize,50.6
7.85,31.58,136,13,19,19.44,82.75,Cotton,66.49
8.36,52.47,94,72,117,19.96,90.8,Cotton,40.89
8.11,53.22,106,25,84,15.44,78.62,Cotton,42.02
7.15,32.59,101,5,69,28.54,92.3,Rice,88.15
6.28,44.14,58,29,78,41.14,83.79,Cotton,64.81
5.97,36.78,43,52,65,30.99,71.45,Cotton,53.96
6.41,37.03,51,73,111,18.61,37.98,Maize,35.66
6.68,30.04,60,47,38,32.19,80.76,Rice,98.04
6.6,58.89,118,9,28,28.98,74.14,Rice,74.76
7.28,23.37,20,28,92,20.66,34.1,Rice,111.37
6.77,10.78,143,70,126,30.33,39.99,Wheat,71.25
7.23,51.31,128,60,24,41.31,80.81,Wheat,46.25
5.55,50.84,105,63,24,25.75,35.58,Sugarcane,120.73
8.41,56.33,132,60,90,38.44,58.09,Sugarcane,116.27
7.28,27.43,16,40,80,33.16,75.86,Rice,93.05
6.49,44.08,141,69,45,27.92,33.73,Maize,48.63
6.86,49.77,31,22,84,15.47,59.76,Rice,79.69
7.02,52.0,139,60,38,17.82,70.37,Maize,24.65
8.25,24.96,62,18,115,40.2,82.44,Maize,46.11
8.45,43.27,54,55,28,26.22,47.58,Wheat,58.18
6.39,28.02,148,27,121,17.14,86.71,Cotton,64.05
6.53,33.23,142,22,35,44.42,51.08,Rice,105.71
6.21,26.54,50,49,78,31.96,56.24,Maize,46.71
7.11,52.47,93,49,137,33.5,70.68,Maize,30.42
6.39,30.76,22,73,29,29.1,31.28,Cotton,71.07
7.08,15.73,35,58,143,32.44,81.03,Wheat,73.67
6.38,47.8,47,65,91,35.35,88.64,Maize,39.53
7.67,12.98,17,76,36,32.83,52.42,Wheat,70.87
5.6,37.08,28,30,57,19.81,35.56,Wheat,60.23
8.22,13.59,145,18,124,31.01,73.35,Wheat,66.36
6.2,34.48,91,61,11,35.86,58.5,Wheat,68.62
6.33,33.79,13,8,46,26.57,64.47,Wheat,63.24
7.3,56.79,31,56,31,23.1,32.27,Cotton,48.58
8.23,42.46,30,28,13,43.22,43.11,Cotton,64.14
6.43,22.02,82,26,5,32.98,35.13,Sugarcane,135.84
7.19,23.92,52,41,29,39.32,56.77,Maize,51.74
7.74,30.2,11,72,140,19.75,33.38,Sugarcane,133.98
5.76,22.24,73,30,61,16.43,33.97,Rice,98.72
8.33,52.49,149,55,93,15.24,65.05,Sugarcane,103.01
7.31,43.45,52,53,33,24.64,36.7,Cotton,66.29
5.72,14.71,47,61,105,40.9,72.89,Sugarcane,137.8
8.15,18.35,119,65,52,28.21,87.7,Cotton,73.23
6.26,28.69,31,36,127,20.19,74.38,Cotton,72.55
7.7,35.75,18,38,77,22.52,39.08,Maize,38.66
6.67,24.21,28,20,79,37.56,32.97,Maize,64.46
7.73,33.82,68,32,50,27.2,50.57,Cotton,64.05
7.42,31.83,115,55,33,37.31,76.27,Wheat,57.85
5.75,55.19,114,61,35,42.79,82.74,Sugarcane,108.57
7.99,38.49,75,79,28,24.82,70.85,Rice,86.12
6.9,21.65,94,39,92,15.89,66.62,Sugarcane,124.22
7.79,28.35,119,46,98,17.74,78.75,Sugarcane,119.3
5.58,16.85,128,73,137,38.8,73.61,Rice,103.42
7.51,43.37,113,5,33,36.91,49.41,Sugarcane,113.11
6.33,58.73,61,5,139,23.97,53.35,Sugarcane,115.15
7.65,40.57,38,26,58,29.04,57.26,Rice,91.2
7.54,54.86,29,27,25,26.69,74.94,Wheat,45.28
7.59,31.51,59,38,10,44.31,40.56,Rice,106.46
6.08,47.5,36,75,120,28.05,66.32,Rice,97.3
5.67,44.81,110,62,33,24.71,61.29,Wheat,38.32
7.28,24.89,46,71,40,20.36,93.86,Sugarcane,125.56
6.63,20.02,147,27,149,23.74,85.55,Cotton,70.28
7.3,15.02,118,48,71,21.4,74.73,Wheat,60.81
8.38,32.92,83,53,19,41.76,93.13,Sugarcane,126.13
8.37,17.69,27,16,52,29.76,82.16,Maize,60.4
7.51,16.33,116,67,138,21.24,82.02,Sugarcane,127.77
6.15,26.71,129,65,57,38.43,39.08,Wheat,80.15
8.06,30.0,52,25,135,39.86,57.66,Maize,53.86
6.01,58.28,52,35,121,33.7,73.31,Rice,74.54
7.14,20.26,13,76,102,41.0,81.66,Rice,104.09
7.75,17.04,90,78,59,36.45,61.66,Maize,59.33
6.78,31.28,74,7,142,25.16,42.78,Rice,98.3
8.2,49.54,99,68,93,32.23,49.01,Rice,90.88
6.71,48.23,99,64,111,16.68,62.92,Cotton,48.77
6.78,56.97,32,48,56,27.01,30.77,Rice,86.78
5.88,26.25,98,50,68,38.73,65.97,Rice,102.95
6.6,41.09,134,61,51,38.91,74.31,Wheat,50.0
6.12,15.52,60,57,38,21.48,87.49,Maize,49.67
8.05,40.79,117,11,94,18.6,77.18,Maize,29.27
7.21,36.69,88,57,108,16.49,41.74,Sugarcane,118.0
7.27,38.39,120,53,5,18.41,86.43,Wheat,45.06
5.89,41.65,143,69,25,16.05,40.95,Sugarcane,115.03
7.03,14.66,135,29,19,42.24,91.42,Wheat,71.27
5.52,33.21,23,18,103,42.62,90.77,Maize,45.6
7.22,40.8,76,24,124,15.3,74.8,Sugarcane,114.01
8.44,58.28,145,77,147,21.48,85.03,Sugarcane,98.41
6.46,48.18,57,67,41,32.46,86.35,Maize,31.55
8.36,43.77,148,48,86,21.03,42.09,Sugarcane,115.1
6.58,31.03,146,75,149,37.58,53.77,Wheat,57.21
7.68,32.8,13,79,13,43.61,84.58,Wheat,67.01
6.03,38.03,137,50,30,42.69,66.73,Cotton,62.28
6.49,17.02,92,64,43,22.38,67.53,Maize,47.6
5.96,45.37,24,10,32,30.2,47.47,Rice,89.37
7.09,54.13,40,51,38,23.11,75.03,Cotton,42.58
6.07,52.82,87,52,129,15.12,52.29,Sugarcane,102.14
8.41,44.75,87,24,95,18.19,88.94,Cotton,47.39
6.88,20.24,93,58,53,36.38,71.27,Wheat,64.1
6.66,55.45,54,69,18,30.77,35.93,Cotton,66.21
7.07,26.55,109,14,103,42.97,39.54,Sugarcane,133.0
7.58,55.57,56,56,27,42.75,85.1,Sugarcane,116.92
5.58,23.16,77,74,132,22.08,59.98,Rice,91.05
6.92,27.04,121,31,83,31.18,63.18,Wheat,58.93
7.52,56.23,77,48,105,28.02,35.39,Wheat,39.49
5.81,33.51,143,10,56,34.28,75.72,Wheat,60.25
6.12,37.21,118,30,35,16.76,68.24,Sugarcane,113.01
7.19,43.02,124,28,61,21.58,77.72,Maize,30.62
6.39,33.53,47,66,26,32.18,86.42,Wheat,59.61
8.29,26.8,63,53,7,26.83,94.12,Cotton,54.28
6.6,29.85,134,74,69,40.5,94.74,Wheat,53.21
7.02,27.26,46,59,129,30.27,66.11,Cotton,69.9
8.25,41.4,116,59,18,40.66,73.88,Cotton,69.07
6.01,19.49,21,14,10,29.59,43.63,Rice,113.38
6.22,15.93,147,77,23,23.33,67.07,Sugarcane,139.98
6.25,25.56,93,10,57,27.97,83.78,Rice,101.81
7.52,26.8,121,20,85,23.18,63.0,Cotton,72.63
6.45,59.55,120,42,58,22.97,36.16,Wheat,38.8
6.06,47.34,60,76,35,22.45,74.51,Cotton,50.45
6.06,37.16,55,34,98,20.04,51.24,Sugarcane,123.57
7.64,25.85,83,54,128,27.64,85.51,Cotton,59.99
7.81,13.23,99,9,82,39.06,76.78,Wheat,71.26
7.74,32.23,60,7,132,34.14,34.06,Wheat,62.4
7.46,55.58,64,46,25,32.1,72.15,Wheat,43.24
6.2,23.12,13,70,66,30.38,49.87,Rice,107.73
6.88,19.33,13,69,66,17.97,58.17,Sugarcane,131.15
7.7,44.17,51,45,93,42.83,52.59,Maize,40.51
6.49,38.57,50,54,108,43.83,41.88,Rice,102.67
8.09,30.83,131,60,116,24.3,55.53,Cotton,57.18
6.57,51.64,50,13,12,44.53,83.56,Cotton,46.01
6.09,28.2,75,63,57,34.33,31.32,Rice,110.13
7.67,11.78,144,22,60,32.74,44.94,Maize,53.35
8.12,11.61,137,28,116,40.38,82.81,Rice,108.62
6.93,52.64,45,6,131,31.68,85.71,Cotton,52.11
6.04,50.66,58,68,38,19.82,77.66,Sugarcane,103.94
6.79,32.3,61,64,68,20.21,34.15,Rice,92.95
8.17,12.75,28,13,78,38.11,54.11,Cotton,81.91
7.69,30.53,24,32,136,35.61,59.85,Sugarcane,139.85
7.8,54.78,106,30,101,19.22,89.62,Wheat,34.44
6.88,13.88,132,73,17,21.6,84.36,Sugarcane,135.87
7.89,27.32,139,19,50,24.86,37.01,Cotton,75.38
8.31,24.55,119,49,95,29.75,49.19,Sugarcane,132.16
7.69,20.35,41,12,107,26.63,67.45,Rice,109.8
7.99,19.42,41,32,81,27.62,84.13,Maize,57.13
7.47,39.06,149,20,8,22.05,58.76,Maize,36.16
5.97,39.8,112,78,28,30.11,42.37,Cotton,66.68
6.08,49.67,104,52,74,17.81,80.76,Maize,31.27
8.47,36.56,55,23,77,40.68,40.88,Wheat,60.57
7.64,28.79,143,25,147,36.27,44.69,Maize,47.09
7.47,18.21,77,36,114,42.9,65.86,Cotton,78.19
7.28,34.75,28,49,102,43.14,92.81,Wheat,59.77
8.42,11.96,89,55,106,43.27,73.61,Cotton,80.73
8.12,12.98,28,66,145,27.67,38.53,Maize,66.13
8.41,59.21,142,22,111,39.0,84.23,Sugarcane,105.8
8.12,12.63,10,61,34,41.6,76.62,Maize,52.98
5.89,57.03,55,71,134,25.41,64.99,Rice,74.45
7.91,29.98,69,32,124,26.91,67.97,Wheat,59.25
7.71,25.81,117,79,123,27.87,44.74,Maize,57.18
8.05,17.26,36,55,79,34.61,72.61,Rice,106.94
7.28,14.98,139,52,97,19.0,43.28,Rice,104.62
5.56,57.21,32,42,71,27.66,89.83,Wheat,38.05
8.14,32.84,127,10,79,33.18,53.36,Sugarcane,130.43
7.21,15.65,111,67,147,41.55,67.67,Rice,109.53
6.24,25.46,54,63,16,29.68,78.54,Cotton,67.43
5.55,11.68,132,68,104,33.06,59.51,Wheat,68.44
6.72,34.86,33,44,80,44.95,41.8,Maize,61.49
8.04,47.59,116,9,143,30.38,60.92,Sugarcane,122.91
7.44,37.87,43,64,6,25.13,62.45,Maize,41.26
5.93,53.65,118,52,77,31.4,66.2,Rice,81.84
7.67,29.08,32,31,11,22.49,69.58,Cotton,63.23
8.13,32.19,82,12,57,19.92,31.69,Cotton,78.82
5.77,24.33,95,50,94,26.2,87.77,Maize,36.38
8.32,52.48,48,17,137,23.55,55.33,Rice,79.2
5.5,33.33,81,30,61,28.46,53.63,Maize,47.35
6.92,34.8,135,53,9,21.79,38.39,Sugarcane,126.85
8.34,45.6,148,47,44,18.3,66.39,Rice,80.17
5.95,49.27,118,13,69,21.84,50.61,Wheat,50.78
6.14,55.29,100,62,36,40.86,55.93,Rice,86.66
6.75,20.96,135,50,125,25.21,50.68,Wheat,58.85
8.37,49.45,54,72,51,27.47,39.67,Sugarcane,124.18
7.15,44.0,16,46,145,36.9,43.84,Sugarcane,128.35
5.74,23.85,10,47,46,32.24,51.33,Rice,103.66
6.89,10.68,96,57,149,26.27,48.34,Maize,65.67
8.08,34.42,78,11,17,30.93,88.1,Wheat,46.4
6.29,26.91,41,55,21,35.91,94.71,Cotton,62.6
5.54,27.76,59,50,107,21.68,76.09,Sugarcane,125.03
7.58,22.54,66,70,123,41.29,85.39,Sugarcane,131.93
8.39,39.07,123,70,38,41.84,30.76,Wheat,63.09
7.89,16.36,87,57,116,23.75,38.01,Maize,63.07
7.92,10.46,92,20,35,22.63,46.83,Wheat,83.21
5.86,18.78,18,40,33,43.29,43.77,Rice,114.59
5.68,36.87,119,32,104,26.96,38.9,Wheat,65.32
8.39,51.58,97,7,64,44.39,93.73,Wheat,36.1
6.63,11.28,80,73,62,18.75,38.8,Maize,58.79
6.73,40.04,50,24,37,23.49,63.12,Maize,41.71
7.03,50.71,19,17,9,15.43,88.75,Rice,72.38
7.21,35.89,47,57,56,30.48,52.49,Cotton,65.18
7.52,57.55,53,10,12,22.61,89.73,Rice,73.99
7.79,51.99,100,29,102,37.82,33.14,Wheat,46.98
6.61,23.65,56,48,54,33.56,84.48,Wheat,48.26
8.27,11.81,11,69,95,19.18,67.71,Sugarcane,137.36
8.16,33.68,78,42,136,25.04,54.64,Wheat,54.04
7.74,41.3,57,35,41,16.86,78.4,Rice,78.43
5.57,42.52,34,43,70,44.41,70.06,Cotton,66.77
7.79,31.47,91,63,95,43.46,53.22,Sugarcane,129.8
7.46,47.14,41,75,54,30.97,88.42,Cotton,50.83
7.44,27.54,32,79,37,38.5,93.36,Rice,93.71
7.25,32.3,60,10,95,35.56,31.75,Sugarcane,133.81
7.73,47.99,124,30,115,24.97,30.6,Cotton,63.85
6.1,15.66,57,76,100,31.51,74.91,Wheat,71.12
5.9,42.99,86,7,96,21.04,47.39,Cotton,61.23
5.72,27.74,77,9,94,21.35,48.66,Sugarcane,129.42
6.31,39.92,49,22,115,37.11,75.11,Rice,96.32
6.51,15.2,32,15,75,43.57,58.77,Maize,68.49
6.03,39.6,70,27,117,28.9,69.37,Wheat,58.75
6.97,34.43,92,46,66,22.34,67.33,Sugarcane,117.55
6.73,36.2,110,29,33,31.56,84.16,Cotton,65.3
7.91,15.0,13,42,24,34.04,73.71,Sugarcane,132.62
6.49,37.43,144,26,137,31.86,60.24,Wheat,58.9
7.47,17.34,144,54,64,30.43,60.79,Sugarcane,140.33
8.39,26.23,73,69,100,31.37,41.69,Sugarcane,137.5
6.54,56.57,59,56,141,18.62,51.19,Cotton,41.04
7.9,58.61,99,48,81,23.45,31.29,Sugarcane,113.42
7.12,57.83,97,54,107,44.07,75.15,Sugarcane,114.55
8.42,44.44,139,17,6,23.71,49.73,Wheat,56.95
7.85,24.84,14,7,142,39.51,37.18,Maize,62.79
6.06,37.1,26,26,87,37.49,34.64,Cotton,77.91
6.9,18.77,42,47,116,28.58,63.51,Sugarcane,134.18
6.15,34.7,31,21,76,37.77,37.69,Wheat,54.97
6.61,17.57,47,28,138,36.96,66.46,Wheat,69.48
7.06,39.52,65,60,35,15.29,46.09,Cotton,51.53
5.81,48.48,19,67,77,41.42,69.44,Sugarcane,116.94
6.99,33.64,52,61,142,25.47,38.59,Maize,49.82
5.88,50.77,64,42,19,19.22,63.85,Wheat,39.19
6.87,47.62,118,24,53,15.55,38.36,Rice,85.88
6.99,33.05,135,47,103,34.35,70.06,Cotton,67.83
6.17,17.35,149,26,94,25.66,46.68,Rice,101.02
6.3,30.21,66,59,86,43.76,48.02,Rice,105.33
5.86,14.02,34,79,65,44.59,58.7,Sugarcane,151.07
7.05,36.09,92,71,38,15.26,30.11,Cotton,60.1
8.18,56.43,92,46,14,40.13,87.4,Maize,32.35
6.9,20.45,15,77,62,35.29,41.4,Rice,97.99
8.17,31.48,129,44,80,23.94,91.74,Cotton,61.59
5.96,14.1,96,15,126,39.88,77.43,Sugarcane,140.6
6.77,18.59,80,5,123,30.19,64.99,Rice,96.38
7.73,22.37,124,43,5,19.18,67.07,Cotton,69.94
6.57,58.9,146,67,103,16.21,45.33,Cotton,54.63
6.62,19.13,121,78,69,15.13,62.58,Rice,96.1
7.45,14.21,25,6,17,34.61,39.48,Wheat,78.4
6.06,20.22,146,77,52,30.76,77.07,Cotton,73.52
5.61,28.89,125,50,75,44.61,87.65,Sugarcane,131.69
6.73,28.58,128,5,10,38.56,59.79,Sugarcane,133.41
8.2,19.52,64,52,92,32.61,76.84,Cotton,71.22
6.77,52.26,88,22,75,38.77,35.98,Wheat,54.38
6.83,11.1,92,67,116,30.72,91.38,Sugarcane,128.46
6.02,22.9,133,57,100,15.37,41.2,Wheat,59.26
5.79,49.25,46,77,106,43.07,68.1,Cotton,64.23
6.39,17.46,97,52,139,39.44,71.93,Cotton,72.04
5.53,51.68,80,75,93,18.2,37.6,Rice,78.71
7.32,59.18,48,72,80,24.11,88.42,Sugarcane,93.88
6.29,31.62,49,43,32,35.4,56.47,Maize,52.86
7.68,15.5,38,27,84,16.74,65.41,Rice,107.19
5.9,24.37,115,50,94,26.42,80.01,Rice,107.76
7.62,12.01,21,70,119,33.85,32.79,Wheat,77.31
6.57,29.58,22,67,132,39.93,52.67,Maize,48.55
6.7,54.7,112,23,147,41.6,41.02,Wheat,52.54
6.62,28.58,75,9,141,34.05,32.78,Cotton,76.92
8.5,28.2,82,75,34,16.2,94.05,Rice,81.52
8.22,39.25,31,61,87,44.8,35.63,Maize,47.88
8.09,29.53,54,54,6,44.2,47.04,Sugarcane,136.21
6.74,13.67,116,45,61,40.06,43.63,Wheat,77.91
6.48,53.5,111,23,95,36.47,55.4,Rice,84.48
6.54,32.56,27,60,35,16.65,48.33,Wheat,61.85
7.57,55.33,144,11,140,42.97,70.99,Rice,83.1
6.68,18.51,84,71,9,43.15,30.82,Maize,66.43
7.68,25.46,53,57,81,25.43,55.99,Rice,106.54
6.86,36.18,144,21,52,34.22,80.24,Maize,40.02
7.41,39.4,146,41,34,24.81,51.39,Rice,85.94
6.35,30.83,110,50,74,20.22,66.73,Sugarcane,125.06
8.24,58.42,18,67,14,32.12,58.77,Rice,75.2
6.71,32.92,104,62,109,25.42,42.16,Maize,49.36
6.54,43.99,113,10,114,37.97,87.45,Sugarcane,111.8
6.8,17.17,72,17,22,29.46,32.76,Cotton,89.64
6.89,30.95,26,55,18,20.42,68.41,Wheat,54.0
8.48,50.96,101,15,103,34.73,43.86,Maize,37.37
5.85,30.77,113,61,77,23.15,79.92,Wheat,53.75
7.39,35.7,121,79,102,40.13,44.28,Cotton,74.76
6.55,11.03,149,17,76,41.95,50.34,Wheat,87.6
5.92,32.19,11,37,125,16.36,72.46,Wheat,53.72
6.44,19.61,97,17,89,33.08,41.99,Maize,57.96
7.6,41.94,33,62,38,26.26,87.35,Wheat,35.82
8.35,45.82,16,17,84,27.42,49.42,Sugarcane,122.7
7.67,11.46,52,67,19,44.53,84.71,Sugarcane,141.43
7.87,26.51,128,74,116,19.38,65.95,Sugarcane,120.08
7.0,53.78,77,69,118,16.1,42.06,Rice,88.41
7.8,30.26,48,79,110,36.5,37.17,Maize,53.3
6.54,48.06,139,43,114,20.72,82.47,Wheat,40.49
7.47,19.64,81,65,104,26.49,43.24,Sugarcane,138.32
7.22,55.71,71,24,48,16.68,56.56,Sugarcane,104.93
5.66,37.52,97,50,116,16.99,92.21,Wheat,39.83
8.45,27.28,25,29,76,40.58,67.69,Rice,110.13
7.06,56.54,103,38,121,19.82,73.99,Rice,71.72
5.69,54.4,27,53,109,32.81,82.38,Rice,78.73
6.78,15.67,145,59,23,18.17,94.44,Maize,43.72
7.08,36.86,79,65,84,37.84,62.35,Wheat,53.73
6.32,43.88,135,58,26,42.79,52.96,Cotton,67.64
6.1,13.26,112,18,67,30.43,84.33,Rice,105.87
7.72,23.26,136,21,63,43.09,92.38,Cotton,72.92
6.65,16.66,11,37,80,37.19,64.98,Wheat,71.87
5.76,56.3,68,13,81,36.43,56.16,Rice,84.81
6.18,58.71,25,27,91,21.77,42.3,Rice,72.4
7.35,48.97,86,14,11,39.84,73.68,Rice,88.56
6.22,39.5,53,32,20,37.6,44.24,Wheat,39.75
6.99,51.23,149,20,57,23.36,55.57,Wheat,42.48
7.58,41.51,78,53,102,30.57,82.68,Cotton,51.11
6.78,45.08,84,71,7,21.73,53.34,Rice,88.61
7.89,49.33,118,20,51,17.02,76.45,Maize,20.0
7.61,27.75,31,58,9,30.12,74.42,Sugarcane,133.44
6.35,38.77,62,14,53,27.44,38.07,Cotton,67.69
6.76,19.71,30,30,32,37.15,80.32,Sugarcane,133.55
8.29,44.31,129,29,8,17.21,91.19,Cotton,47.95
6.98,14.28,80,36,80,43.4,89.83,Rice,107.7
5.78,49.54,92,34,148,24.94,55.75,Maize,43.91
7.26,55.96,149,64,64,19.82,35.0,Cotton,55.06
7.93,32.63,119,75,75,42.69,51.18,Cotton,69.47
7.85,22.31,73,65,112,37.16,88.97,Cotton,71.79
7.03,23.28,103,79,146,26.58,90.23,Wheat,60.38
7.46,55.63,109,25,57,26.01,79.45,Sugarcane,98.42
5.87,27.25,127,24,68,42.57,63.25,Sugarcane,134.95
7.39,30.94,103,72,91,35.2,57.43,Rice,99.09
5.9,50.58,87,54,128,31.09,56.12,Wheat,49.91
8.32,40.37,15,71,126,33.09,94.99,Maize,28.64
5.99,12.12,107,17,17,35.86,78.17,Cotton,80.05
6.28,27.2,72,34,115,28.58,81.57,Wheat,59.65
8.06,56.96,113,32,47,20.94,65.55,Sugarcane,111.12
8.49,38.3,63,28,26,37.4,66.57,Cotton,61.26
7.2,35.2,42,23,128,16.87,32.09,Cotton,61.55
7.63,51.51,32,37,45,35.94,54.11,Wheat,48.01
6.44,23.57,41,14,73,34.36,91.59,Cotton,64.2
5.62,55.94,112,12,23,31.04,31.31,Sugarcane,119.1
7.65,39.13,112,70,5,34.88,79.79,Sugarcane,115.53
6.86,41.51,30,55,104,20.17,32.07,Sugarcane,128.06
5.95,10.64,111,11,92,32.41,42.55,Sugarcane,146.28
7.91,47.66,42,78,77,19.22,91.44,Cotton,44.38
8.3,36.15,45,38,92,42.05,40.99,Cotton,73.72
8.15,38.61,17,22,72,39.22,38.79,Wheat,52.35
6.18,41.97,127,30,65,19.11,90.83,Rice,85.28
8.37,52.83,95,31,49,20.59,66.43,Cotton,47.29
7.25,17.35,127,38,71,29.07,47.01,Cotton,76.49
8.26,30.89,78,78,121,24.57,41.46,Cotton,65.29
6.82,27.69,122,56,110,29.05,85.77,Cotton,63.99
6.53,23.33,145,50,146,43.99,53.55,Wheat,77.16
6.71,25.84,23,79,6,36.32,93.8,Wheat,63.83
7.63,30.91,100,12,21,36.3,79.51,Rice,100.92
8.36,20.55,50,51,146,22.42,69.03,Sugarcane,133.07
6.27,26.67,145,34,81,24.91,38.17,Maize,61.89
6.63,53.46,34,42,125,44.95,61.36,Wheat,47.48
7.92,50.25,131,62,63,23.69,64.04,Sugarcane,114.1
7.04,10.53,75,43,129,38.07,76.72,Wheat,69.44
5.64,20.16,133,34,15,22.29,46.16,Cotton,81.36
8.24,20.11,127,76,72,15.51,56.49,Wheat,58.62
6.18,17.87,114,77,123,37.91,38.71,Rice,120.63
5.67,36.33,73,14,35,20.77,47.18,Maize,44.01
8.0,41.95,88,13,75,28.95,93.03,Maize,33.75
6.77,36.25,128,57,24,28.91,36.73,Maize,47.31
6.87,28.79,79,20,73,41.77,57.04,Maize,52.11
5.7,50.48,116,56,20,24.8,67.87,Wheat,49.38
6.45,40.53,107,19,63,43.07,66.77,Sugarcane,125.49
7.46,51.91,89,67,29,23.94,41.87,Rice,79.42
7.35,21.69,28,46,24,33.25,53.54,Maize,54.05
6.96,30.35,19,25,62,33.46,54.39,Wheat,68.05
6.68,36.98,55,65,133,27.05,61.23,Rice,92.56
7.44,29.63,74,55,67,22.25,74.96,Rice,93.55
5.7,58.16,120,51,148,33.98,93.93,Sugarcane,93.87
6.8,26.76,120,66,111,23.37,48.78,Rice,104.06
7.72,11.48,87,28,79,32.58,80.88,Cotton,77.61
7.16,42.21,149,45,29,43.12,68.11,Cotton,65.82
7.6,36.26,146,71,148,23.05,60.53,Wheat,52.8
6.68,23.63,112,75,46,21.83,70.44,Cotton,65.9
5.54,34.43,115,48,100,44.38,64.58,Sugarcane,133.49
7.04,36.66,45,61,133,40.29,30.69,Maize,48.03
8.08,32.56,113,33,52,23.4,84.41,Sugarcane,113.78
6.77,56.3,141,79,32,42.67,76.36,Rice,90.69
7.25,55.13,58,26,108,26.21,71.07,Sugarcane,97.7
5.93,37.65,22,31,78,39.07,64.42,Maize,47.62
7.55,41.14,42,6,79,38.83,72.43,Wheat,50.47
8.07,18.88,36,11,133,16.5,66.13,Maize,42.64
5.56,15.17,12,59,147,27.02,61.38,Sugarcane,131.05
7.56,20.79,48,16,63,33.34,34.48,Wheat,66.32
8.09,24.27,90,53,71,41.41,34.35,Sugarcane,141.25
6.6,37.14,89,61,114,40.87,40.25,Rice,107.25
7.04,39.86,57,45,102,29.03,50.24,Wheat,43.73
7.2,21.9,127,10,22,40.99,31.42,Maize,60.42
